거래ID,거래일자,사원번호,사원명,지역,팀,상품명,금액,상태
TXN-2026083-3181,2026-03-24,EMP1010,신태영,경기,경기1팀,5G 요금제,55555,구매확정
TXN-2025211-8248,2025-07-30,EMP1014,최나연,경기,경기2팀,5G 요금제,64175,개통완료
TXN-2025072-5059,2025-03-13,EMP1018,박하은,경기,경기2팀,AI Assistant,10339,검토완료
TXN-2026018-7418,2026-01-18,EMP1019,오현우,경기,경기2팀,ai 비서 구독,18008,구매확정
TXN-2025007-6916,2025-01-07,EMP1021,임성호,부산,부산1팀,인터넷 결합,51624,개통완료
TXN-2025038-1273,2025-02-07,EMP1038,정서연,광주,광주1팀,5G 요금 제,57610,환불
TXN-2026028-7806,2026-01-28,EMP1028,윤미래,부산,부산2팀,AI 비서 구독,18691,구매확정
TXN-2026049-3545,2026-02-18,EMP1035,조지민,광주,광주1팀,IPTV 프리미엄,17166,구매확정
TXN-2025223-2900,2025-08-11,EMP1030,윤태영,대전,대전1팀,IoT 패키지,30269,검토완료
TXN-2025006-3684,2025-01-06,EMP1032,이태영,대전,대전1팀,IPTV 프리미엄,23495,구매확정
TXN-2026030-1480,2026-01-30,EMP1022,윤수진,부산,부산1팀,클라우드 서버,333949,환불
TXN-2025029-9185,2025-01-29,EMP1037,정준혁,광주,광주1팀,인터넷 결합,41359,반려
TXN-2025002-1721,2025-01-02,EMP1001,김준혁,서울,서울1팀,Internet 결합,45549,구매확정
TXN-2026001-7870,2026-01-01,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,25483,구매확정
TXN-2025092-4656,2025-04-02,EMP1034,박현우,대전,대전1팀,5G 요금제,59517,반려
TXN-2025234-1130,2025-08-22,EMP1024,오미래,부산,부산2팀,인터넷 결합,42958,구매확정
TXN-2026033-4201,2026-02-02,EMP1035,조지민,광주,광주1팀,Internet 결합,33783,구매확정
TXN-2025001-7164,2025-01-01,EMP1020,이서연,부산,부산1팀,5G 요금제,70608,환불
TXN-2025023-4792,2025-01-23,EMP1034,박현우,대전,대전1팀,클라우드 서버,981172,접수
TXN-2025202-2226,2025-07-21,EMP1038,정서연,광주,광주1팀,iot 패키지,25517,취소
TXN-2025168-6211,2025-06-17,EMP1029,서준혁,대전,대전1팀,IPTV 프리미엄,21642,접수
TXN-2025161-7660,2025-06-10,EMP1008,윤상현,서울,서울3팀,IoT 패키지,23607,개통완료
TXN-2025156-1660,2025-06-05,EMP1014,최나연,경기,경기2팀,iptv 프리미엄,26656,구매확정
TXN-2025208-8408,2025-07-27,EMP1036,서상현,광주,광주1팀,AI 비서 구독,11451,취소
TXN-2025114-3141,2025-04-24,EMP1013,최성호,경기,경기1팀,클라우드 서버,1521829,구매확정
TXN-2025034-4239,2025-02-03,EMP1029,서준혁,대전,대전1팀,Internet 결합,"""37,014""",개통완료
TXN-2025203-9128,2025-07-22,EMP1002,윤서연,서울,서울1팀,클라우드 서버,562402,반려
TXN-2025315-5026,2025-11-11,EMP1019,오현우,경기,경기2팀,클라우드 서버,1354877,구매확정
TXN-2026044-9614,2026-02-13,EMP1016,이상현,경기,경기2팀,AI 비서 구독,18807,환불
TXN-2025249-6636,2025-09-06,EMP1037,정준혁,광주,광주1팀,IoT 패키지,27723,구매확정
TXN-2025030-8728,2025-01-30,EMP1034,박현우,대전,대전1팀,IPTV 프리미엄,22627,구매확정
TXN-2026013-1916,2026-01-13,EMP1015,오준혁,경기,경기2팀,IoT 패키지,35455,취소
TXN-2026048-6878,2026-02-17,EMP1038,정서연,광주,광주1팀,5G 요금제,78047,개통완료
TXN-2025253-9882,2025-09-10,EMP1020,이서연,부산,부산1팀,인터넷 결합,35957,검토완료
TXN-2025315-4300,2025-11-11,EMP1009,장민수,서울,서울3팀,IPTV 프리미엄,25603,구매확정
TXN-2025270-6978,2025-09-27,EMP1005,김성호,서울,서울2팀,IPTV 프리미엄,27962,구매확정
TXN-2025224-8982,2025-08-12,EMP1021,임성호,부산,부산1팀,인터넷 결합,51414,환불
TXN-2025090-7199,2025-03-31,EMP1020,이서연,부산,부산1팀,AI 비서 구독,11986,구매확정
TXN-2026030-1530,2026-01-30,EMP1012,조태영,경기,경기1팀,IoT 패키지,24476,구매확정
TXN-2025178-6234,2025-06-27,EMP1011,장영철,경기,경기1팀,AI 비서 구독,,검토완료
TXN-2025108-1857,2025-04-18,EMP1005,김성호,서울,서울2팀,IPTV 프리미엄,18540,구매확정
TXN-2025212-9078,2025-07-31,EMP1025,오나연,부산,부산2팀,IPTV 프리미엄,18323,취소
TXN-2025232-2207,2025-08-20,EMP1003,정수진,서울,서울1팀,IPTV Premium,18431,구매확정
TXN-2025048-6536,2025-02-17,EMP1039,장유진,광주,광주1팀,IoT 패키지,12031,검토완료
TXN-2025170-4367,2025-06-19,EMP1013,최성호,경기,경기1팀,클라우드 서버,1714223,개통완료
TXN-2025202-9043,2025-07-21,EMP1010,신태영,경기,경기1팀,5G 요금제,83023,취소
TXN-2025106-3798,2025-04-16,EMP1019,오현우,경기,경기2팀,5G 요금제,62569,구매확정
TXN-2025279-7349,2025-10-06,EMP1012,조태영,경기,경기1팀,IPTV 프리미엄,27104,구매확정
TXN-2025289-2009,2025-10-16,EMP1010,신태영,경기,경기1팀,AI 비서 구독,11304,취소
TXN-2025032-7342,2025-02-01,EMP1034,박현우,대전,대전1팀,클라우드 서버,1640885,개통완료
TXN-2026073-1568,2026-03-14,EMP1033,서준혁,대전,대전1팀,IoT 패키지,47452,검토완료
TXN-2025086-4471,2025-03-27,EMP1013,최성호,경기,경기1팀,인터넷결합,47266,취소
TXN-2026008-2097,2026-01-08,EMP1006,조서연,서울,서울2팀,클라우드 서버,1357741,구매확정
TXN-2025320-9561,2025-11-16,EMP1027,박미래,부산,부산2팀,5G 요금제,64712,개통완료
TXN-2026035-2654,2026-02-04,EMP1019,오현우,경기,경기2팀,IoT 패키지,36928,검토완료
TXN-2025207-3356,2025-07-26,EMP1039,장유진,광주,광주1팀,AI 비서 구독,10535,반려
TXN-2025138-7102,2025-05-18,EMP1002,윤서연,서울,서울1팀,IPTV 프리미엄,24930,취소
TXN-2025117-3201,2025-04-27,EMP1020,이서연,부산,부산1팀,AI 비서 구독,15157,구매확정
TXN-2026057-7671,2026-02-26,EMP1032,이태영,대전,대전1팀,IoT 패키지,13683,구매확정
TXN-2026071-9589,2026-03-12,EMP1037,정준혁,광주,광주1팀,5G 요금 제,58776,개통완료
TXN-2026057-8605,2026-02-26,EMP1033,서준혁,대전,대전1팀,클라우드 서버,1667257,구매확정
TXN-2025243-6730,2025-08-31,EMP1023,장상현,부산,부산2팀,인터넷 결합,41475,검토완료
TXN-2025293-4511,2025-10-20,EMP1015,오준혁,경기,경기2팀,AI 비서 구독,13287,구매확정
TXN-2025005-8767,2025-01-05,EMP1009,장민수,서울,서울3팀,AI비서구독,13566,취소
TXN-2025217-7168,2025-08-05,EMP1023,장상현,부산,부산2팀,클라우드 서버,,개통완료
TXN-2025340-7131,2025-12-06,EMP1036,서상현,광주,광주1팀,AI 비서 구독,14531,구매확정
TXN-2026077-5536,2026-03-18,EMP1017,최동현,경기,경기2팀,AI 비서 구독,14795,개통완료
TXN-2026050-7620,2026-02-19,EMP1021,임성호,부산,부산1팀,클라우드 서버,"""1,457,256""",구매확정
TXN-2025363-4111,2025-12-29,EMP1022,윤수진,부산,부산1팀,AI 비서 구독,18659,개통완료
TXN-2025088-3967,2025-03-29,EMP1019,오현우,경기,경기2팀,5G 요금제,71951,개통완료
TXN-2025336-2463,2025-12-02,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,25062,반려
TXN-2025061-8709,2025-03-02,EMP1004,신지은,서울,서울2팀,AI 비서 구독,11066,구매확정
TXN-2025212-1885,2025-07-31,EMP1010,신태영,경기,경기1팀,인터넷 결합,44228,개통완료
TXN-2026002-3954,2026-01-02,EMP1006,조서연,서울,서울2팀,클라우드 서버,570827,구매확정
TXN-2025296-3595,2025-10-23,EMP1032,이태영,대전,대전1팀,5G Plan,83141,환불
TXN-2025192-1230,2025-07-11,EMP1021,임성호,부산,부산1팀,IoT패키지,26306,반려
TXN-2025157-3736,2025-06-06,EMP1005,김성호,서울,서울2팀,5G 요금제,74059,개통완료
TXN-2025069-6615,2025-03-10,EMP1032,이태영,대전,대전1팀,IPTV 프리미엄,20402,환불
TXN-2025068-4460,2025-03-09,EMP1002,윤서연,서울,서울1팀,IoT 패키지,18071,검토완료
TXN-2025274-1796,2025-10-01,EMP1039,장유진,광주,광주1팀,5G 요금제,"""56,293""",구매확정
TXN-2025360-3508,2025-12-26,EMP1014,최나연,경기,경기2팀,AI 비서 구독,10052,검토완료
TXN-2025071-7862,2025-03-12,EMP1007,조유진,서울,서울3팀,IoT 패키지,17715,취소
TXN-2026061-9571,2026-03-02,EMP1013,최성호,경기,경기1팀,IPTV 프리미엄,24678,개통완료
TXN-2025121-1044,2025-05-01,EMP1001,김준혁,서울,서울1팀,AI비서구독,19306,구매확정
TXN-2025052-5192,2025-02-21,EMP1015,오준혁,경기,경기2팀,클라우드 서버,820803,구매확정
TXN-2025185-6123,2025-07-04,EMP1028,윤미래,부산,부산2팀,AI비서구독,10058,검토완료
TXN-2025319-5395,2025-11-15,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,20992,구매확정
TXN-2025245-7909,2025-09-02,EMP1011,장영철,경기,경기1팀,5G요금제,65446,환불
TXN-2025313-7221,2025-11-09,EMP1023,장상현,부산,부산2팀,iot 패키지,41659,구매확정
TXN-2025161-1202,2025-06-10,EMP1034,박현우,대전,대전1팀,AI 비서 구독,19157,환불
TXN-2025317-2560,2025-11-13,EMP1028,윤미래,부산,부산2팀,AI 비서 구독,17795,검토완료
TXN-2025314-1894,2025-11-10,EMP1001,김준혁,서울,서울1팀,AI 비서 구독,18183,취소
TXN-2025124-6421,2025-05-04,EMP1018,박하은,경기,경기2팀,5G 요금제,79814,구매확정
TXN-2026074-9166,2026-03-15,,,대전,대전1팀,아이피티비 프리미엄,15582,구매확정
TXN-2025047-5990,2025-02-16,EMP1033,서준혁,대전,대전1팀,IoT 패키지,39898,구매확정
TXN-2025287-8751,2025-10-14,EMP1024,오미래,부산,부산2팀,AI 비서 구독,11496,구매확정
TXN-2025150-9973,2025-05-30,EMP1034,박현우,대전,대전1팀,IPTV 프리미엄,16500,개통완료
TXN-2025131-4209,2025-05-11,EMP1013,최성호,경기,경기1팀,5G 요금제,80748,취소
TXN-2025024-3018,2025-01-24,EMP1029,서준혁,대전,대전1팀,클라우드 서버,1257378,개통완료
TXN-2026065-8912,2026-03-06,EMP1033,서준혁,대전,대전1팀,인터넷 결합,38690,구매확정
TXN-2025259-7302,2025-09-16,EMP1027,박미래,부산,부산2팀,IoT 패키지,26268,환불
TXN-2025212-9393,2025-07-31,EMP1020,이서연,부산,부산1팀,AI 비서 구독,15043,환불
TXN-2025149-6657,2025-05-29,EMP1009,장민수,서울,서울3팀,AI 비서 구독,12813,검토완료
TXN-2025246-7839,2025-09-03,EMP1035,조지민,광주,광주1팀,IPTV 프리미엄,28840,개통완료
TXN-2025103-5374,2025-04-13,EMP1011,장영철,경기,경기1팀,IPTV 프리미엄,19798,검토완료
TXN-2026052-8415,2026-02-21,EMP1007,조유진,서울,서울3팀,IoT 패키지,46823,접수
TXN-2026044-5712,2026-02-13,EMP1004,신지은,서울,서울2팀,클라우드 서버,1852789,구매확정
TXN-2025318-8259,2025-11-14,EMP1015,오준혁,경기,경기2팀,AI 비서 구독,15925,개통완료
TXN-2025151-8353,2025-05-31,EMP1012,조태영,경기,경기1팀,ai 비서 구독,18318,구매확정
TXN-2026069-5178,2026-03-10,EMP1001,김준혁,서울,서울1팀,IPTV 프리미엄,"""20,072""",환불
TXN-2026067-5934,2026-03-08,EMP1032,이태영,대전,대전1팀,IoT 패키지,14776,구매확정
TXN-2025259-3611,2025-09-16,EMP1027,박미래,부산,부산2팀,IoT 패키지,16025,반려
TXN-2026021-9691,2026-01-21,EMP1031,이서연,대전,대전1팀,IoT 패키지,10576,구매확정
TXN-2025125-1653,2025-05-05,EMP1021,임성호,부산,부산1팀,클라우드 서버,437762,개통완료
TXN-2025192-9426,2025-07-11,EMP1033,서준혁,대전,대전1팀,클라우드 서버,821667,구매확정
TXN-2026031-9814,2026-01-31,EMP1035,조지민,광주,광주1팀,5G 요금제,68813,접수
TXN-2025276-8130,2025-10-03,EMP1005,김성호,서울,서울2팀,AI 비서 구독,10289,구매확정
TXN-2025286-2154,2025-10-13,EMP1037,정준혁,광주,광주1팀,인터넷 결합,46357,검토완료
TXN-2025274-1096,2025-10-01,EMP1005,김성호,서울,서울2팀,AI 비서 구독,11089,개통완료
TXN-2025145-8170,2025-05-25,EMP1025,오나연,부산,부산2팀,클라우드 서버,264632,개통완료
TXN-2025280-5832,2025-10-07,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,27226,구매확정
TXN-2025294-7456,2025-10-21,EMP1035,조지민,광주,광주1팀,IoT 패키지,29968,접수
TXN-2026071-9397,2026-03-12,EMP1010,신태영,경기,경기1팀,인터넷 결합상품,41281,구매확정
TXN-2025282-8557,2025-10-09,EMP1036,서상현,광주,광주1팀,5G 요금제,59414,구매확정
TXN-2025344-4842,2025-12-10,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,21340,개통완료
TXN-2025290-6971,2025-10-17,EMP1021,임성호,부산,부산1팀,클라우드서버,716266,접수
TXN-2025348-6432,2025-12-14,EMP1031,이서연,대전,대전1팀,클라우드 서버,1824804,개통완료
TXN-2026075-3293,2026-03-16,EMP1035,조지민,광주,광주1팀,인터넷 결합,53533,구매확정
TXN-2025298-7637,2025-10-25,EMP1038,정서연,광주,광주1팀,인터넷 결합,51074,반려
TXN-2025201-4658,2025-07-20,EMP1038,정서연,광주,광주1팀,AI 비서 구독,12093,개통완료
TXN-2026070-3717,2026-03-11,EMP1033,서준혁,대전,대전1팀,인터넷 결합,38870,개통완료
TXN-2025184-1662,2025-07-03,EMP1015,오준혁,경기,경기2팀,클라우드 서버,754397,구매확정
TXN-2025241-8448,2025-08-29,EMP1003,정수진,서울,서울1팀,5G 요금제,76238,환불
TXN-2025297-9918,2025-10-24,EMP1037,정준혁,광주,광주1팀,인터넷 결합,45403,검토완료
TXN-2025115-9460,2025-04-25,EMP1026,조준혁,부산,부산2팀,IPTV 프리미엄,26306,개통완료
TXN-2025085-4768,2025-03-26,EMP1005,김성호,서울,서울2팀,IoT 패키지,23861,구매확정
TXN-2025213-6410,2025-08-01,EMP1008,윤상현,서울,서울3팀,클라우드 서버,1204580,구매확정
TXN-2025294-3639,2025-10-21,EMP1009,장민수,서울,서울3팀,AI 비서 구독,19276,구매확정
TXN-2025289-1305,2025-10-16,EMP1019,오현우,경기,경기2팀,5G 요금제,85894,구매확정
TXN-2026056-3979,2026-02-25,EMP1033,서준혁,대전,대전1팀,클라우드 서버,1582396,구매확정
TXN-2025268-9263,2025-09-25,EMP1027,박미래,부산,부산2팀,인터넷 결합,38813,검토완료
TXN-2025061-2526,2025-03-02,EMP1031,이서연,대전,대전1팀,AI비서구독,16969,구매확정
TXN-2026046-8899,2026-02-15,EMP1025,오나연,부산,부산2팀,클라우드 서버,"""1,617,391""",구매확정
TXN-2025307-9908,2025-11-03,EMP1027,박미래,부산,부산2팀,IPTV프리미엄,32122,구매확정
TXN-2025186-2746,2025-07-05,EMP1010,신태영,경기,경기1팀,클라우드 서버,731906,개통완료
TXN-2025204-4337,2025-07-23,EMP1027,박미래,부산,부산2팀,IoT 패키지,41619,개통완료
TXN-2026032-7522,2026-02-01,EMP1009,장민수,서울,서울3팀,ai 비서 구독,17217,환불
TXN-2026046-1852,2026-02-15,EMP1011,장영철,경기,경기1팀,클라우드 서버,211095,취소
TXN-2025135-4633,2025-05-15,EMP1024,오미래,부산,부산2팀,5G 요금제,80187,구매확정
TXN-2025030-3871,2025-01-30,EMP1032,이태영,대전,대전1팀,클라우드 Server,1885921,구매확정
TXN-2025315-3776,2025-11-11,EMP1003,정수진,서울,서울1팀,IPTV 프리미엄,15009,구매확정
TXN-2025208-4281,2025-07-27,EMP1034,박현우,대전,대전1팀,5G 요금제,59496,개통완료
TXN-2025178-5530,2025-06-27,EMP1015,오준혁,경기,경기2팀,IoT 패키지,39803,개통완료
TXN-2025038-9243,2025-02-07,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,31819,반려
TXN-2025194-8923,2025-07-13,EMP1016,이상현,경기,경기2팀,IPTV 프리미엄,30035,반려
TXN-2025196-4610,2025-07-15,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,26570,구매확정
TXN-2025345-6603,2025-12-11,EMP1005,김성호,서울,서울2팀,IoT 패키지,41231,구매확정
TXN-2025098-9175,2025-04-08,EMP1013,최성호,경기,경기1팀,인터넷 결합,41696,구매확정
TXN-2025055-2964,2025-02-24,EMP1006,조서연,서울,서울2팀,AI 비서 구독,17971,접수
TXN-2025318-6167,2025-11-14,EMP1032,이태영,대전,대전1팀,IoT 패키지,42165,접수
TXN-2025066-1887,2025-03-07,EMP1034,박현우,대전,대전1팀,클라우드 서버,"""1,334,072""",구매확정
TXN-2025062-9490,2025-03-03,EMP1030,윤태영,대전,대전1팀,IPTV 프리미엄,15387,구매확정
TXN-2025096-9987,2025-04-06,EMP1017,최동현,경기,경기2팀,인터넷 결합,53089,구매확정
TXN-2025187-7563,2025-07-06,EMP1018,박하은,경기,경기2팀,Cloud 서버,1407734,취소
TXN-2026074-7240,2026-03-15,EMP1013,최성호,경기,경기1팀,인터넷 결합,37900,구매확정
TXN-2025323-9470,2025-11-19,EMP1035,조지민,광주,광주1팀,AI 비서 구독,17872,개통완료
TXN-2025031-4530,2025-01-31,EMP1017,최동현,경기,경기2팀,클라우드 서버,401959,구매확정
TXN-2025132-6638,2025-05-12,EMP1002,윤서연,서울,서울1팀,클라우드 Server,1469984,개통완료
TXN-2025182-6326,2025-07-01,EMP1033,서준혁,대전,대전1팀,클라우드 서버,1137280,구매확정
TXN-2025086-6527,2025-03-27,EMP1027,박미래,부산,부산2팀,AI 비서 구독,16531,구매확정
TXN-2025150-5382,2025-05-30,EMP1039,장유진,광주,광주1팀,AI 비서 구독,17189,환불
TXN-2025086-4012,2025-03-27,EMP1002,윤서연,서울,서울1팀,인터넷 결합,54693,접수
TXN-2025049-2045,2025-02-18,EMP1031,이서연,대전,대전1팀,사물인터넷 패키지,44339,구매확정
TXN-2025200-6068,2025-07-19,EMP1015,오준혁,경기,경기2팀,인터넷 결합,47521,구매확정
TXN-2026076-6328,2026-03-17,EMP1031,이서연,대전,대전1팀,클라우드 서버,1333687,개통완료
TXN-2025303-8480,2025-10-30,EMP1037,정준혁,광주,광주1팀,클라우드 서버,1541187,반려
TXN-2025158-6992,2025-06-07,EMP1027,박미래,부산,부산2팀,IPTV프리미엄,15003,접수
TXN-2025353-9059,2025-12-19,EMP1031,이서연,대전,대전1팀,아이피티비 프리미엄,24598,취소
TXN-2025224-7467,2025-08-12,EMP1016,이상현,경기,경기2팀,인터넷 결합,54167,구매확정
TXN-2026027-5454,2026-01-27,EMP1019,오현우,경기,경기2팀,AI 비서 구독,14304,취소
TXN-2025317-8418,2025-11-13,EMP1018,박하은,경기,경기2팀,AI 비서 구독,12976,구매확정
TXN-2025145-5410,2025-05-25,EMP1009,장민수,서울,서울3팀,AI 비서 구독,10034,구매확정
TXN-2026045-9165,2026-02-14,EMP1024,오미래,부산,부산2팀,클라우드 서버,266557,취소
TXN-2025037-9899,2025-02-06,EMP1031,이서연,대전,대전1팀,Internet 결합,45503,구매확정
TXN-2025227-5049,2025-08-15,EMP1003,정수진,서울,서울1팀,인터넷 결합,36078,환불
TXN-2025166-3598,2025-06-15,EMP1003,정수진,서울,서울1팀,AI 비서 구독,18434,개통완료
TXN-2025342-4568,2025-12-08,EMP1008,윤상현,서울,서울3팀,인터넷 결합,"""43,633""",취소
TXN-2025022-8786,2025-01-22,EMP1039,장유진,광주,광주1팀,인터넷 결합,35932,개통완료
TXN-2026024-1983,2026-01-24,EMP1004,신지은,서울,서울2팀,IPTV 프리미엄,32575,구매확정
TXN-2026023-6690,2026-01-23,EMP1029,서준혁,대전,대전1팀,에이아이 비서,15768,구매확정
TXN-2025278-9029,2025-10-05,EMP1013,최성호,경기,경기1팀,IOT 패키지,31212,구매확정
TXN-2025036-9702,2025-02-05,EMP1010,신태영,경기,경기1팀,클라우드 서버,752283,개통완료
TXN-2025010-6965,2025-01-10,EMP1016,이상현,경기,경기2팀,IPTV 프리미엄,32660,구매확정
TXN-2025145-6285,2025-05-25,EMP1027,박미래,부산,부산2팀,AI 비서 구독,11477,구매확정
TXN-2025104-2753,2025-04-14,EMP1032,이태영,대전,대전1팀,인터넷 결합상품,54028,검토완료
